Id,已采,已发,电商平台,品牌,评论,时间,型号,PageUrl
1794,TRUE,FALSE,京东,AO,东西看起来非常不错，安装师傅非常负责细心，服务周到。,2014/10/8 10:32,AO史密斯（A.O.Smith） ET300J-60 电热水器 60升,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-98.html?callback=CommentListNew.setData
1795,TRUE,FALSE,京东,AO,送货及时，上门服务速度快，安装细心，周到。师傅怕吊顶弄脏热水器最后还用塑料袋套上了，服务很到位。,2014/9/28 11:32,AO史密斯（A.O.Smith） ET300J-60 电热水器 60升,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-98.html?callback=CommentListNew.setData
1796,TRUE,FALSE,京东,AO,很实用，加热快。送货安装快。,2014/10/1 10:29,AO史密斯（A.O.Smith） ET300J-60 电热水器 60升,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-98.html?callback=CommentListNew.setData
1797,TRUE,FALSE,京东,AO,热水器还没用，但是商家售后很给力，安装快，应该给力,2014/6/9 16:26,AO史密斯（A.O.Smith） ET300J-60 电热水器 60升,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-89.html?callback=CommentListNew.setData
1798,TRUE,FALSE,京东,AO,东西看上去质量比较可靠,,,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-98.html?callback=CommentListNew.setData
1799,TRUE,FALSE,京东,AO,给老妈买的，用了说挺好的。,2014/10/17 10:57,AO史密斯（A.O.Smith） ET300J-60 电热水器 60升,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-89.html?callback=CommentListNew.setData
1800,TRUE,FALSE,京东,AO,装上去刚好，家里插头老式的，安装人员亲自跑去帮我们买了，接管也帮忙买了，操作界面比较简单易懂！相信这个牌子应该不错,,,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-98.html?callback=CommentListNew.setData
1801,TRUE,FALSE,京东,AO,速度快 便宜,2014/8/18 13:30,AO史密斯（A.O.Smith） ET300J-60 电热水器 60升,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-89.html?callback=CommentListNew.setData
1802,TRUE,FALSE,京东,AO,还不错，大品牌，值得信赖！,,,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-98.html?callback=CommentListNew.setData
1803,TRUE,FALSE,京东,AO,暂时还没用上，家里在装修，不过上门安装，快递都很快，服务态度好,,,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-98.html?callback=CommentListNew.setData
1804,TRUE,FALSE,京东,AO,东西灰常好！超值！信任京东！,2014/10/3 0:42,AO史密斯（A.O.Smith） ET300J-60 电热水器 60升,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-89.html?callback=CommentListNew.setData
1805,TRUE,FALSE,京东,AO,热水器，大品牌，值得拥有，值得信赖。,2014/10/18 19:03,AO史密斯（A.O.Smith） ET300J-60 电热水器 60升,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-89.html?callback=CommentListNew.setData
1806,TRUE,FALSE,京东,AO,刚收到货质量很好超乎我的想象 这样低的价格也能买到这样好的商品我很满意呀 大品牌就是不一样售后好 态度好 物流也好 没得说,2014/10/19 20:20,AO史密斯（A.O.Smith） ET300J-60 电热水器 60升,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-89.html?callback=CommentListNew.setData
1807,TRUE,FALSE,京东,AO,很不错，邮递速度快，安装服务态度也很好，大品牌有保证,,,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-98.html?callback=CommentListNew.setData
1808,TRUE,FALSE,京东,AO,非常好的热水器热水来的快，安装师傅负责任。大品牌值得信赖！好评好评！,2014/10/8 19:32,AO史密斯（A.O.Smith） ET300J-60 电热水器 60升,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-89.html?callback=CommentListNew.setData
1809,TRUE,FALSE,京东,AO,非常非常好的热水器！热水来的非常快！样式没换安装师傅非常负责人！总之是大品牌值得信赖！,2014/9/26 16:29,AO史密斯（A.O.Smith） ET300J-60 电热水器 60升,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-89.html?callback=CommentListNew.setData
1810,TRUE,FALSE,京东,AO,今天刚安装还没用 不知道咋样  应该能不错，服务很到位啊,2014/10/17 17:32,AO史密斯（A.O.Smith） ET300J-60 电热水器 60升,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-89.html?callback=CommentListNew.setData
1811,TRUE,FALSE,京东,AO,还不错还不错还不错还不错还不错还不错还不错还不错还不错还不错还不错还不错还不错还不错还不错,,,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-89.html?callback=CommentListNew.setData
1812,TRUE,FALSE,京东,AO,送货很快，当天到达了，第二天安装给力，安装师傅态度很好，还没有推荐乱七八糟的配件之类的，不错，本次购物很愉快,2014/9/30 22:51,AO史密斯（A.O.Smith） ET300J-60 电热水器 60升,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-99.html?callback=CommentListNew.setData
1813,TRUE,FALSE,京东,AO,相信品牌，值得信赖。,2014/10/9 13:34,AO史密斯（A.O.Smith） ET300J-60 电热水器 60升,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-99.html?callback=CommentListNew.setData
1814,TRUE,FALSE,京东,AO,这是买的第二个热水器，质量确实不错值得购买,2014/10/9 7:56,AO史密斯（A.O.Smith） ET300J-60 电热水器 60升,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-99.html?callback=CommentListNew.setData
1815,TRUE,FALSE,京东,AO,这是买的第二个了，质量就是好，值得购买,2014/9/30 19:59,AO史密斯（A.O.Smith） ET300J-60 电热水器 60升,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-99.html?callback=CommentListNew.setData
1816,TRUE,FALSE,京东,AO,热水器不错，浴巾比较一般。,2014/10/11 18:23,AO史密斯（A.O.Smith） ET300J-60 电热水器 60升,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-99.html?callback=CommentListNew.setData
1817,TRUE,FALSE,京东,AO,给老爷子买的，第一天送到货第二天早上安装师傅就来了，那服务态度实在是太好了，耐心细致的给老爷子讲解每个开关如何使用及注意事项，老爷子高兴坏了，跟我说再上京东买个史密斯厨宝,2014/10/10 20:54,AO史密斯（A.O.Smith） ET300J-60 电热水器 60升,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-99.html?callback=CommentListNew.setData
1818,TRUE,FALSE,京东,AO,家里之前购买过史密斯热水器，用了二年了感觉不错，这次家里新房子，仍然选择这个品牌，安全，实用，而且服务特别的好,2014/7/10 22:55,AO史密斯（A.O.Smith） ET300J-60 电热水器 60升,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-99.html?callback=CommentListNew.setData
1819,TRUE,FALSE,京东,AO,周日到货，周一安装完成！,2014/9/25 21:16,AO史密斯（A.O.Smith） ET300J-60 电热水器 60升,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-99.html?callback=CommentListNew.setData
1820,TRUE,FALSE,京东,AO,周日到货，周一安装完成，试了下，比小区热水方便了很多！,2014/10/2 23:54,AO史密斯（A.O.Smith） ET300J-60 电热水器 60升,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-99.html?callback=CommentListNew.setData
1821,TRUE,FALSE,京东,AO,昨天早上送货今天下午安装晚上洗澡好的没话说，想买热水器的赶紧下手吧,,,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-99.html?callback=CommentListNew.setData
1822,TRUE,FALSE,京东,AO,AO史密斯专用赠品 高档加大加厚全棉超柔软浴巾,,,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-99.html?callback=CommentListNew.setData
1823,TRUE,FALSE,京东,AO,真的不错，宝贝很好用,,,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-99.html?callback=CommentListNew.setData
1824,TRUE,FALSE,京东,AO,满意，非常满意的一次网购OA好东西，非常专业,,,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-99.html?callback=CommentListNew.setData
1825,TRUE,FALSE,京东,AO,不错不错不错不错不错,2014/9/23 14:13,AO史密斯（A.O.Smith） ET300J-60 电热水器 60升,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-100.html?callback=CommentListNew.setData
1826,TRUE,FALSE,京东,AO,热水器不错，安装师傅也不错，就是管件贵了点,2014/10/2 19:10,AO史密斯（A.O.Smith） ET300J-60 电热水器 60升,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-100.html?callback=CommentListNew.setData
1827,TRUE,FALSE,京东,AO,热水器很好，安装服务也很好,2014/10/5 22:16,AO史密斯（A.O.Smith） ET300J-60 电热水器 60升,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-100.html?callback=CommentListNew.setData
1828,TRUE,FALSE,京东,AO,刚收到货，还没安装，客服服务不错,2014/10/11 17:50,AO史密斯（A.O.Smith） ET300J-60 电热水器 60升,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-100.html?callback=CommentListNew.setData
1829,TRUE,FALSE,京东,AO,送货速度真心快，,2014/10/11 23:26,AO史密斯（A.O.Smith） ET300J-60 电热水器 60升,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-100.html?callback=CommentListNew.setData
1830,TRUE,FALSE,京东,AO,装修师傅很到位,2014/8/4 2:31,AO史密斯（A.O.Smith） ET300J-60 电热水器 60升,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-120.html?callback=CommentListNew.setData
1831,TRUE,FALSE,京东,AO,不错的热水器，美观打方，全家人都喜欢使用中，可以放心购买。,2014/9/23 15:49,AO史密斯（A.O.Smith） ET300J-60 电热水器 60升,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-120.html?callback=CommentListNew.setData
1832,TRUE,FALSE,京东,AO,挺好用的东西不错,2014/9/6 10:41,AO史密斯（A.O.Smith） ET300J-60 电热水器 60升,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-110.html?callback=CommentListNew.setData
1833,TRUE,FALSE,京东,AO,送货和安装都很快，服务很好,2014/10/9 10:57,AO史密斯（A.O.Smith） ET300J-60 电热水器 60升,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-100.html?callback=CommentListNew.setData
1834,TRUE,FALSE,京东,AO,送货师傅很好，待审核,2014/9/19 15:33,AO史密斯（A.O.Smith） ET300J-60 电热水器 60升,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-100.html?callback=CommentListNew.setData
1835,TRUE,FALSE,京东,AO,房子装修好，新装的，暂时用着还行，希望用个10年8年的,2014/9/16 10:02,AO史密斯（A.O.Smith） ET300J-60 电热水器 60升,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-110.html?callback=CommentListNew.setData
1836,TRUE,FALSE,京东,AO,刚刚的热水器,2014/9/23 18:34,AO史密斯（A.O.Smith） ET300J-60 电热水器 60升,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-120.html?callback=CommentListNew.setData
1837,TRUE,FALSE,京东,AO,好用，安装也很及时。就是稍微贵了点，三百九十多，整体安装下来。,2014/9/30 22:32,AO史密斯（A.O.Smith） ET300J-60 电热水器 60升,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-110.html?callback=CommentListNew.setData
1838,TRUE,FALSE,京东,AO,用了两天 加热速度快 水温挺稳定的 上门安装的师傅服务非常不错 赞一个！,2014/10/4 6:18,AO史密斯（A.O.Smith） ET300J-60 电热水器 60升,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-110.html?callback=CommentListNew.setData
1839,TRUE,FALSE,京东,AO,朋友给推荐的史密斯 这次换热水器直接就选了这个牌子 \n先说送货以及安装吧 京东的配送很迅速 虽然在十一长假 依然第二天就送了过来 然后就是预约安装了\n预约第二天安装人员就来了 由于我家安装比较麻烦 家里人又不懂需要购买什么 史密斯的师傅还特地又跑了一趟帮我们购买配件 所有买回来的东西都开有发票 很正规负责\n安装好以后师傅还给打扫干净才离开 服务真的很棒\n说一下两天使用感受 全桶加热后两个人洗是完全没问题的 三个人就稍有不够（我比较费水）\n加热很快 还不知道耗电咋样\n总的来说还是挺满意的,2014/10/1 21:36,AO史密斯（A.O.Smith） ET300J-60 电热水器 60升,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-110.html?callback=CommentListNew.setData
1840,TRUE,FALSE,京东,AO,产品非常好尺寸丶正好适合我们家的卫生间o用了多年的史密斯品牌值得信任、售后服务非常好、安装费低，非常开心的一次购物,2014/9/30 20:36,AO史密斯（A.O.Smith） ET300J-60 电热水器 60升,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-110.html?callback=CommentListNew.setData
1841,TRUE,FALSE,京东,AO,这个热水器父母用的，挺好,2014/9/27 20:09,AO史密斯（A.O.Smith） ET300J-60 电热水器 60升,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-100.html?callback=CommentListNew.setData
1842,TRUE,FALSE,京东,AO,好用 真心不错,2014/8/9 7:20,AO史密斯（A.O.Smith） ET300J-60 电热水器 60升,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-120.html?callback=CommentListNew.setData
1843,TRUE,FALSE,京东,AO,服务号，收费合理，比实体店便宜不少,2014/9/22 0:01,AO史密斯（A.O.Smith） ET300J-60 电热水器 60升,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-110.html?callback=CommentListNew.setData
1844,TRUE,FALSE,京东,AO,商品看起来很好，送货的师傅也很好，迫不及待要安装试试了，哈哈,2014/9/27 15:43,AO史密斯（A.O.Smith） ET300J-60 电热水器 60升,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-100.html?callback=CommentListNew.setData
1845,TRUE,FALSE,京东,AO,产品很不错，上门安装服务很到位，安装师傅很负责，还详细讲了使用方法。,2014/9/9 22:57,AO史密斯（A.O.Smith） ET300J-60 电热水器 60升,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-110.html?callback=CommentListNew.setData
1846,TRUE,FALSE,京东,AO,不好，很不好，超级不好，收到货安装师傅辛辛苦苦安装上，竟然是坏的，压根不工作，如果不是看在师傅超级负责，态度超好，技术精熟的份上，铁定差评，还浪费我白天时间，师傅半天时间，还麻烦师傅跑来跑去,2014/10/1 6:44,AO史密斯（A.O.Smith） ET300J-60 电热水器 60升,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-120.html?callback=CommentListNew.setData
1847,TRUE,FALSE,京东,AO,推荐购买，加热很快。,2014/10/3 10:10,AO史密斯（A.O.Smith） ET300J-60 电热水器 60升,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-110.html?callback=CommentListNew.setData
1848,TRUE,FALSE,京东,AO,安装的师傅态度非常好，质量也好,2014/9/22 8:21,AO史密斯（A.O.Smith） ET300J-60 电热水器 60升,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-120.html?callback=CommentListNew.setData
1849,TRUE,FALSE,京东,AO,"京东很方便,买贵了就取消重新下单。",2014/10/1 16:03,AO史密斯（A.O.Smith） ET300J-60 电热水器 60升,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-120.html?callback=CommentListNew.setData
1850,TRUE,FALSE,京东,AO,自提的，发现石家庄这个大库真的很大，完全本地库存，给力！,,,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-110.html?callback=CommentListNew.setData
1851,TRUE,FALSE,京东,AO,好的的的的的的的的的的的的,2014/9/30 20:02,AO史密斯（A.O.Smith） ET300J-60 电热水器 60升,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-120.html?callback=CommentListNew.setData
1852,TRUE,FALSE,京东,AO,从整个安装过程中就能看出来，比同时买的万和的安装人员都要好很多的！非常的客气，非常的专业！我自备了角阀、直活接、弯活接、弯头、生料带，只购买了安装人员的水管和架子，安装费用63元，仅供参考！,,,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-110.html?callback=CommentListNew.setData
1853,TRUE,FALSE,京东,AO,还没装，相信品牌不会差,2014/9/30 18:40,AO史密斯（A.O.Smith） ET300J-60 电热水器 60升,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-120.html?callback=CommentListNew.setData
1854,TRUE,FALSE,京东,AO,一直信赖京东，还想买很多电器，但是异地不能买  话说，热水器镇的挺好，短粗胖，外面捎有点擦碰，不影响使用  麻烦,,,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-110.html?callback=CommentListNew.setData
1855,TRUE,FALSE,京东,AO,很好 要给我奖励哦,,,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-120.html?callback=CommentListNew.setData
1856,TRUE,FALSE,京东,AO,世界品质史密斯,,,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-120.html?callback=CommentListNew.setData
1857,TRUE,FALSE,京东,AO,给老人装的，老人家非常满意！\n安装人员非常周到，很贴心！,,,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-110.html?callback=CommentListNew.setData
1858,TRUE,FALSE,京东,AO,第一次在京东买电器，买之前也去实体店看好多家价格还是网上要实惠些，看评价都说不错就一下买了两台，送货的时候没送到家，我公公就花钱叫人送到6楼，说实在的很生气当时不过客服态度很好跟他讲了之后寄了沐巾当补偿，后来那个安装师傅态度也很好，就算了给好评，还没用，不过对这个品牌还是很信任的！晒个图给大家参考下,2014/9/26 0:06,AO史密斯（A.O.Smith） ET300J-60 电热水器 60升,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-101.html?callback=CommentListNew.setData
1859,TRUE,FALSE,京东,AO,一次买了两台，新房还没入住不知道用起来怎么样，不过我相信这个品牌。虽然收货中有点不愉快，但是店家服务很好，全5分，晒个单给大家做参考,2014/6/17 17:26,AO史密斯（A.O.Smith） ET300J-60 电热水器 60升,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-101.html?callback=CommentListNew.setData
1860,TRUE,FALSE,京东,AO,太超值的一款,2014/6/20 5:51,AO史密斯（A.O.Smith） ET300J-60 电热水器 60升,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-101.html?callback=CommentListNew.setData
1861,TRUE,FALSE,京东,AO,大品牌，质量好,2014/9/26 1:08,AO史密斯（A.O.Smith） ET300J-60 电热水器 60升,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-101.html?callback=CommentListNew.setData
1862,TRUE,FALSE,京东,AO,非常好 ，做工精细,2014/6/10 14:33,AO史密斯（A.O.Smith） ET300J-60 电热水器 60升,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-101.html?callback=CommentListNew.setData
1863,TRUE,FALSE,京东,AO,我觉得挺不错的购物。。。。。。,2014/10/1 12:56,AO史密斯（A.O.Smith） ET300J-60 电热水器 60升,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-101.html?callback=CommentListNew.setData
1864,TRUE,FALSE,京东,AO,不错，加热很快，出热水很快,2014/10/1 15:39,AO史密斯（A.O.Smith） ET300J-60 电热水器 60升,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-101.html?callback=CommentListNew.setData
1865,TRUE,FALSE,京东,AO,"加热很快,真不错,就是筒有点粗",2014/10/1 7:39,AO史密斯（A.O.Smith） ET300J-60 电热水器 60升,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-101.html?callback=CommentListNew.setData
1866,TRUE,FALSE,京东,AO,宝贝挺好，水热的挺快，安装师傅服务挺好，全国服务热线态度很好！,2014/10/1 23:13,AO史密斯（A.O.Smith） ET300J-60 电热水器 60升,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-101.html?callback=CommentListNew.setData
1867,TRUE,FALSE,京东,AO,热水器不错！相信史密斯的品牌。,,,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-101.html?callback=CommentListNew.setData
1868,TRUE,FALSE,京东,AO,配送超快！?,,,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-101.html?callback=CommentListNew.setData
1869,TRUE,FALSE,京东,AO,相信品牌的力量，师傅态度很好，一共下来350。,,,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-101.html?callback=CommentListNew.setData
1870,TRUE,FALSE,京东,AO,相信品牌的力量，还没怎么用，不过看着挺好的。师傅给安装到九点多了。,,,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-101.html?callback=CommentListNew.setData
1871,TRUE,FALSE,京东,AO,使用很方便,2014/6/18 12:03,AO史密斯（A.O.Smith） ET300J-60 电热水器 60升,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-111.html?callback=CommentListNew.setData
1872,TRUE,FALSE,京东,AO,挺好用的.....,2014/10/4 12:47,AO史密斯（A.O.Smith） ET300J-60 电热水器 60升,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-111.html?callback=CommentListNew.setData
1873,TRUE,FALSE,京东,AO,还没安装，稍后评价,2014/10/3 15:43,AO史密斯（A.O.Smith） ET300J-60 电热水器 60升,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-111.html?callback=CommentListNew.setData
1874,TRUE,FALSE,京东,AO,第一题：你参加赛跑，追过第2名，你是第几名？,2014/7/8 23:58,AO史密斯（A.O.Smith） ET300J-60 电热水器 60升,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-121.html?callback=CommentListNew.setData
1875,TRUE,FALSE,京东,AO,还没安装，,2014/6/28 7:25,AO史密斯（A.O.Smith） ET300J-60 电热水器 60升,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-111.html?callback=CommentListNew.setData
1876,TRUE,FALSE,京东,AO,"这就是AO史密斯电热水器,一下单就购进两台。一个字：好！",2014/9/29 14:14,AO史密斯（A.O.Smith） ET300J-60 电热水器 60升,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-121.html?callback=CommentListNew.setData
1877,TRUE,FALSE,京东,AO,给公司买的，质量不错大气，售后服务挺不错,2014/8/17 11:08,AO史密斯（A.O.Smith） ET300J-60 电热水器 60升,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-102.html?callback=CommentListNew.setData
1878,TRUE,FALSE,京东,AO,结婚时就选的吏密斯，现在依然信赖它，安装的师傅很周到，绝对五星！,2014/9/11 0:13,AO史密斯（A.O.Smith） ET300J-60 电热水器 60升,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-111.html?callback=CommentListNew.setData
1879,TRUE,FALSE,京东,AO,发货神速，预约安装到位，看上去不错，只是安装材料费小贵了,2014/10/7 16:23,AO史密斯（A.O.Smith） ET300J-60 电热水器 60升,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-102.html?callback=CommentListNew.setData
1880,TRUE,FALSE,京东,AO,发货神速，预约安装到位，两台都已经安装好了，看上去不错，还没有使用，只是安装材料费小贵了，一台228,2014/9/15 15:03,AO史密斯（A.O.Smith） ET300J-60 电热水器 60升,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-102.html?callback=CommentListNew.setData
1881,TRUE,FALSE,京东,AO,用十年了，品质不变，服务升级！绝对五星,2014/10/6 21:45,AO史密斯（A.O.Smith） ET300J-60 电热水器 60升,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-111.html?callback=CommentListNew.setData
1882,TRUE,FALSE,京东,AO,还未安装就抢先发言，品牌就是品牌，与杂牌比：不一样的外观，不一样的品质。好！,2014/9/18 15:36,AO史密斯（A.O.Smith） ET300J-60 电热水器 60升,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-121.html?callback=CommentListNew.setData
1883,TRUE,FALSE,京东,AO,好用好用好用好用 确实好用,2014/6/17 22:00,AO史密斯（A.O.Smith） ET300J-60 电热水器 60升,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-121.html?callback=CommentListNew.setData
1884,TRUE,FALSE,京东,AO,很实用，一直信赖这个牌子，比在实体店便宜,2014/10/9 22:29,AO史密斯（A.O.Smith） ET300J-60 电热水器 60升,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-102.html?callback=CommentListNew.setData
1885,TRUE,FALSE,京东,AO,很好，暂时还没发现什么问题,2014/10/1 21:46,AO史密斯（A.O.Smith） ET300J-60 电热水器 60升,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-111.html?callback=CommentListNew.setData
1886,TRUE,FALSE,京东,AO,觉得很不错，也很好用！,2014/9/29 12:22,AO史密斯（A.O.Smith） ET300J-60 电热水器 60升,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-121.html?callback=CommentListNew.setData
1887,TRUE,FALSE,京东,AO,还没有使用呢，看上去不错,2014/9/2 23:32,AO史密斯（A.O.Smith） ET300J-60 电热水器 60升,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-111.html?callback=CommentListNew.setData
1888,TRUE,FALSE,京东,AO,"好东西,服务很好,机械控制,很喜欢",2014/10/11 14:32,AO史密斯（A.O.Smith） ET300J-60 电热水器 60升,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-102.html?callback=CommentListNew.setData
1889,TRUE,FALSE,京东,AO,京东配送服务不错，但是AO史密斯苏州的安装服务态度超差，买了这台热水器后自己找人安装。建议大家不要买AO史密斯的产品。现在都什么社会了，还是这钟服务，早晚倒闭。,2014/9/25 14:28,AO史密斯（A.O.Smith） ET300J-60 电热水器 60升,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-121.html?callback=CommentListNew.setData
1890,TRUE,FALSE,京东,AO,"很不错的热水器,到货很快,安装也很及时.相信A.O.史密斯这个牌子,周围的同事/朋友都说这个牌子不错.特别喜欢上面的机械控制面板,比电子的稳定,加分!",2014/9/30 22:38,AO史密斯（A.O.Smith） ET300J-60 电热水器 60升,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-102.html?callback=CommentListNew.setData
1891,TRUE,FALSE,京东,AO,非常好，安装及时，在京东购物很放心,2014/9/20 9:29,AO史密斯（A.O.Smith） ET300J-60 电热水器 60升,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-121.html?callback=CommentListNew.setData
1892,TRUE,FALSE,京东,AO,送来的快  感谢京东,2014/10/5 16:34,AO史密斯（A.O.Smith） ET300J-60 电热水器 60升,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-111.html?callback=CommentListNew.setData
1893,TRUE,FALSE,京东,AO,不错不错，非常的满意~~~~~~~~~~,2014/9/30 15:19,AO史密斯（A.O.Smith） ET300J-60 电热水器 60升,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-102.html?callback=CommentListNew.setData
1894,TRUE,FALSE,京东,AO,使用很方便!水温控制的很好!方便舒服!,2014/6/25 8:37,AO史密斯（A.O.Smith） ET300J-60 电热水器 60升,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-121.html?callback=CommentListNew.setData
1895,TRUE,FALSE,京东,AO,东西很好看 颜色很好 避免白色慢慢变黄 60升足够两人用，功能也不繁琐， 赠送的两条浴巾质量特别好 超值！！,2014/10/11 13:51,AO史密斯（A.O.Smith） ET300J-60 电热水器 60升,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-102.html?callback=CommentListNew.setData
1896,TRUE,FALSE,京东,AO,大品牌就是大品牌。质量好，安装讲解一流,,,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-111.html?callback=CommentListNew.setData
1897,TRUE,FALSE,京东,AO,不错的东西不错的东西不错的东西不错的东西不错的东西不错的东西不错的东西不错的东西不错的东西,2014/9/24 23:08,AO史密斯（A.O.Smith） ET300J-60 电热水器 60升,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-121.html?callback=CommentListNew.setData
1898,TRUE,FALSE,京东,AO,一直信赖这个牌子，自己家用的也是这个牌子。这回事给父母购买。性价比高，非常实用。加热速度快，安装师傅也不错。,2014/10/2 18:38,AO史密斯（A.O.Smith） ET300J-60 电热水器 60升,http://s.club.jd.com/productpage/p-1008025-s-0-t-1-p-102.html?callback=CommentListNew.setData
